Key,Date,Locations,C&F Agent,Division,SKU,Sales,OpeningStock,Receipts,Forecast,SellingPrice,Scheme Activity,Scheme Type
37987AHMEDABAD AGENT 2PROD E,2004-01-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,94560,90560,43680,83638,8.42,0,0.0
38018AHMEDABAD AGENT 2PROD E,2004-02-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,71520,38720,77760,73595,8.42,0,0.0
38047AHMEDABAD AGENT 2PROD E,2004-03-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,40320,44960,43200,73754,8.42,0,0.0
38078AHMEDABAD AGENT 2PROD E,2004-04-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,86880,47840,60480,191354,6.15,1,2.0
38108AHMEDABAD AGENT 2PROD E,2004-05-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,81600,20960,84960,163922,6.15,1,2.0
38139AHMEDABAD AGENT 2PROD E,2004-06-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,117440,24320,125760,184000,6.15,1,2.0
38169AHMEDABAD AGENT 2PROD E,2004-07-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,98400,32640,116640,210802,6.15,1,2.0
38200AHMEDABAD AGENT 2PROD E,2004-08-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,84000,50400,89760,183118,6.2,1,1.0
38231AHMEDABAD AGENT 2PROD E,2004-09-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,88320,56160,56640,100261,8.42,1,1.0
38261AHMEDABAD AGENT 2PROD E,2004-10-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,89280,24480,92640,82248,8.42,1,1.0
38292AHMEDABAD AGENT 2PROD E,2004-11-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,90720,27840,82080,96828,6.2,0,0.0
38322AHMEDABAD AGENT 2PROD E,2004-12-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,110880,19200,116640,85708,8.42,1,2.0
38353AHMEDABAD AGENT 2PROD E,2005-01-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,79680,24960,82560,81681,8.42,1,2.0
38384AHMEDABAD AGENT 2PROD E,2005-02-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,76800,27360,83040,88350,6.2,1,2.0
38412AHMEDABAD AGENT 2PROD E,2005-03-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,45600,33600,69120,78117,8.42,1,2.0
38443AHMEDABAD AGENT 2PROD E,2005-04-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,92160,57120,68160,90436,8.42,0,0.0
38473AHMEDABAD AGENT 2PROD E,2005-05-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,95040,33120,72000,83104,8.42,0,0.0
38504AHMEDABAD AGENT 2PROD E,2005-06-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,102720,10080,124320,109605,6.2,0,0.0
38534AHMEDABAD AGENT 2PROD E,2005-07-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,72960,31680,137280,108758,8.42,0,0.0
38565AHMEDABAD AGENT 2PROD E,2005-08-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,86400,96000,0,117551,6.2,0,0.0
38596AHMEDABAD AGENT 2PROD E,2005-09-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,82560,9600,100800,83320,8.42,1,1.0
38626AHMEDABAD AGENT 2PROD E,2005-10-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,75840,27840,150240,92939,8.42,0,0.0
38657AHMEDABAD AGENT 2PROD E,2005-11-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,89255,102240,48960,79000,6.2,0,0.0
38687AHMEDABAD AGENT 2PROD E,2005-12-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,87840,61920,39840,92000,8.42,0,0.0
38718AHMEDABAD AGENT 2PROD E,2006-01-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,63840,13920,90240,95523,6.2,0,0.0
38749AHMEDABAD AGENT 2PROD E,2006-02-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,66720,40320,72972,93361,6.2,0,0.0
38777AHMEDABAD AGENT 2PROD E,2006-03-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,47040,46560,72960,45023,8.42,0,0.0
38808AHMEDABAD AGENT 2PROD E,2006-04-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,79290,72480,31200,100366,6.2,0,0.0
38838AHMEDABAD AGENT 2PROD E,2006-05-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,78240,24390,112800,159375,6.2,0,0.0
38869AHMEDABAD AGENT 2PROD E,2006-06-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,80977,57457,144000,108530,8.42,0,0.0
38899AHMEDABAD AGENT 2PROD E,2006-07-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,133440,240960,0,153748,6.2,0,0.0
38930AHMEDABAD AGENT 2PROD E,2006-08-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,79680,53760,63360,90732,8.42,0,0.0
38961AHMEDABAD AGENT 2PROD E,2006-09-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,71280,37440,117600,143244,6.2,0,0.0
38991AHMEDABAD AGENT 2PROD E,2006-10-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,77520,83760,24000,97305,8.42,0,0.0
39022AHMEDABAD AGENT 2PROD E,2006-11-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,81840,30240,61920,88722,6.2,0,0.0
39052AHMEDABAD AGENT 2PROD E,2006-12-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,64890,10320,121440,91699,6.2,0,0.0
37987AHMEDABAD AGENT 1PROD E,2004-01-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,25080,6244,35040,27544,8.42,0,0.0
38018AHMEDABAD AGENT 1PROD E,2004-02-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,21588,16204,29280,32306,8.42,0,0.0
38047AHMEDABAD AGENT 1PROD E,2004-03-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,23448,23896,42240,30870,8.42,0,0.0
38078AHMEDABAD AGENT 1PROD E,2004-04-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,36528,42688,21120,68982,8.42,1,2.0
38108AHMEDABAD AGENT 1PROD E,2004-05-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,40572,27280,28920,57746,8.42,1,2.0
38139AHMEDABAD AGENT 1PROD E,2004-06-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,48480,15628,72960,70864,6.15,1,2.0
38169AHMEDABAD AGENT 1PROD E,2004-07-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,53764,24748,43740,83770,8.42,1,2.0
38200AHMEDABAD AGENT 1PROD E,2004-08-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,38452,14724,58080,89281,8.42,1,1.0
38231AHMEDABAD AGENT 1PROD E,2004-09-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,34692,34352,10080,42576,8.42,1,1.0
38261AHMEDABAD AGENT 1PROD E,2004-10-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,37440,9740,36960,52000,8.42,1,1.0
38292AHMEDABAD AGENT 1PROD E,2004-11-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,40252,9588,65280,46708,8.42,0,0.0
38322AHMEDABAD AGENT 1PROD E,2004-12-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,41700,33176,42428,39405,8.42,1,2.0
38353AHMEDABAD AGENT 1PROD E,2005-01-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,41732,18836,50402,34389,8.42,1,2.0
38384AHMEDABAD AGENT 1PROD E,2005-02-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,30048,14066,31680,37050,6.2,1,2.0
38412AHMEDABAD AGENT 1PROD E,2005-03-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,34908,15698,40800,32176,8.42,1,2.0
38443AHMEDABAD AGENT 1PROD E,2005-04-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,41340,20630,34080,39810,8.42,0,0.0
38473AHMEDABAD AGENT 1PROD E,2005-05-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,42792,13370,50400,39600,8.42,0,0.0
38504AHMEDABAD AGENT 1PROD E,2005-06-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,65100,20978,48480,29059,6.2,0,0.0
38534AHMEDABAD AGENT 1PROD E,2005-07-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,48984,4358,50880,52987,8.42,0,0.0
38565AHMEDABAD AGENT 1PROD E,2005-08-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,49563,6252,48000,49527,6.2,0,0.0
38596AHMEDABAD AGENT 1PROD E,2005-09-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,31785,4689,68160,36650,6.2,1,1.0
38626AHMEDABAD AGENT 1PROD E,2005-10-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,42984,41064,1920,43093,6.2,0,0.0
38657AHMEDABAD AGENT 1PROD E,2005-11-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,54708,0,65280,39000,8.42,0,0.0
38687AHMEDABAD AGENT 1PROD E,2005-12-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,39552,10572,65760,45302,6.2,0,0.0
38718AHMEDABAD AGENT 1PROD E,2006-01-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,45580,17100,38880,42684,8.42,0,0.0
38749AHMEDABAD AGENT 1PROD E,2006-02-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,34656,10400,54240,47082,6.2,0,0.0
38777AHMEDABAD AGENT 1PROD E,2006-03-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,26176,29984,72480,23430,6.2,0,0.0
38808AHMEDABAD AGENT 1PROD E,2006-04-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,48216,76288,0,48819,6.2,0,0.0
38838AHMEDABAD AGENT 1PROD E,2006-05-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,47124,11272,92644,46720,6.2,0,0.0
38869AHMEDABAD AGENT 1PROD E,2006-06-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,109824,113584,336960,94376,6.2,0,0.0
38899AHMEDABAD AGENT 1PROD E,2006-07-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,54492,40760,24000,40243,6.2,0,0.0
38930AHMEDABAD AGENT 1PROD E,2006-08-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,126600,19576,107520,97992,6.2,0,0.0
38961AHMEDABAD AGENT 1PROD E,2006-09-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,153024,496,264000,167868,6.2,0,0.0
38991AHMEDABAD AGENT 1PROD E,2006-10-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,59520,111472,40320,119740,6.2,0,0.0
39022AHMEDABAD AGENT 1PROD E,2006-11-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,31800,46136,1440,49203,6.2,0,0.0
39052AHMEDABAD AGENT 1PROD E,2006-12-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,39360,15776,44640,52113,6.2,0,0.0
37987AMBALA AGENT 1PROD E,2004-01-01,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,46080,480,58560,40990,8.42,0,0.0
38018AMBALA AGENT 1PROD E,2004-02-01,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,41760,12000,54240,36068,8.42,0,0.0
38047AMBALA AGENT 1PROD E,2004-03-01,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,39360,24480,35520,41770,8.42,0,0.0
38078AMBALA AGENT 1PROD E,2004-04-01,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,40320,20640,28320,92530,8.42,1,2.0
38108AMBALA AGENT 1PROD E,2004-05-01,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,47520,8640,57600,80098,8.42,1,2.0
38139AMBALA AGENT 1PROD E,2004-06-01,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,33600,18720,45600,100000,8.42,1,2.0
38169AMBALA AGENT 1PROD E,2004-07-01,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,46512,18240,28800,77262,8.42,1,2.0
38200AMBALA AGENT 1PROD E,2004-08-01,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,54720,0,59041,78568,8.42,1,1.0
38231AMBALA AGENT 1PROD E,2004-09-01,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,36480,1921,62400,41331,8.42,1,1.0
38261AMBALA AGENT 1PROD E,2004-10-01,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,43680,22561,42240,42504,8.42,1,1.0
38292AMBALA AGENT 1PROD E,2004-11-01,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,45120,21120,54720,41884,8.42,0,0.0
38322AMBALA AGENT 1PROD E,2004-12-01,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,50880,13920,38400,43832,8.42,1,2.0
38353AMBALA AGENT 1PROD E,2005-01-01,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,47520,1440,69120,41945,8.42,1,2.0
38384AMBALA AGENT 1PROD E,2005-02-01,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,45120,23040,25920,44650,8.42,1,2.0
38412AMBALA AGENT 1PROD E,2005-03-01,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,47520,480,63840,37950,6.2,1,2.0
38443AMBALA AGENT 1PROD E,2005-04-01,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,45120,16800,66240,45136,8.42,0,0.0
38473AMBALA AGENT 1PROD E,2005-05-01,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,44640,21600,59040,46300,8.42,0,0.0
38504AMBALA AGENT 1PROD E,2005-06-01,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,50400,32640,42720,56579,8.42,0,0.0
38534AMBALA AGENT 1PROD E,2005-07-01,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,57360,10560,174240,56342,8.42,0,0.0
38565AMBALA AGENT 1PROD E,2005-08-01,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,47040,127440,49440,62491,8.42,0,0.0
38596AMBALA AGENT 1PROD E,2005-09-01,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,48240,25200,48000,53000,8.42,1,1.0
38626AMBALA AGENT 1PROD E,2005-10-01,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,41760,24960,142560,51028,6.2,0,0.0
38657AMBALA AGENT 1PROD E,2005-11-01,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,52320,106560,960,65000,8.42,0,0.0
38687AMBALA AGENT 1PROD E,2005-12-01,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,58320,29760,90720,52000,8.42,0,0.0
38718AMBALA AGENT 1PROD E,2006-01-01,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,57720,37680,75840,53320,8.42,0,0.0
38749AMBALA AGENT 1PROD E,2006-02-01,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,42960,40440,52800,49163,8.42,0,0.0
38777AMBALA AGENT 1PROD E,2006-03-01,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,41640,31560,48000,29131,8.42,0,0.0
38808AMBALA AGENT 1PROD E,2006-04-01,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,55200,33120,60000,50815,8.42,0,0.0
38838AMBALA AGENT 1PROD E,2006-05-01,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,63124,37920,41280,49543,8.42,0,0.0
38869AMBALA AGENT 1PROD E,2006-06-01,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,40824,16076,91200,60471,8.42,0,0.0
38899AMBALA AGENT 1PROD E,2006-07-01,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,60240,58772,36000,42942,8.42,0,0.0
38930AMBALA AGENT 1PROD E,2006-08-01,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,67680,34532,84000,45422,8.42,0,0.0
38961AMBALA AGENT 1PROD E,2006-09-01,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,60960,50852,60000,84838,8.42,0,0.0
38991AMBALA AGENT 1PROD E,2006-10-01,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,45240,49892,24000,48034,8.42,0,0.0
39022AMBALA AGENT 1PROD E,2006-11-01,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,52660,28652,52800,50000,8.42,0,0.0
39052AMBALA AGENT 1PROD E,2006-12-01,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,63840,28792,55200,64009,8.42,0,0.0
37987BANGALORE AGENT 1PROD E,2004-01-01,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,39840,22080,20160,24166,8.42,0,0.0
38018BANGALORE AGENT 1PROD E,2004-02-01,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,37920,2400,36960,21264,8.42,0,0.0
38047BANGALORE AGENT 1PROD E,2004-03-01,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,45600,1440,50400,24952,8.42,0,0.0
38078BANGALORE AGENT 1PROD E,2004-04-01,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,33120,6240,67200,91180,6.15,1,2.0
38108BANGALORE AGENT 1PROD E,2004-05-01,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,48960,40320,10184,48432,6.15,1,2.0
38139BANGALORE AGENT 1PROD E,2004-06-01,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,30720,1544,29280,56000,6.15,1,2.0
38169BANGALORE AGENT 1PROD E,2004-07-01,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,139200,208,151680,103012,6.15,1,2.0
38200BANGALORE AGENT 1PROD E,2004-08-01,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,43680,6344,57066,69872,6.2,1,1.0
38231BANGALORE AGENT 1PROD E,2004-09-01,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,39840,19730,22560,36756,6.2,1,1.0
38261BANGALORE AGENT 1PROD E,2004-10-01,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,44160,2450,48960,29808,6.2,1,1.0
38292BANGALORE AGENT 1PROD E,2004-11-01,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,101760,14500,128640,93880,6.2,0,0.0
38322BANGALORE AGENT 1PROD E,2004-12-01,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,40320,20690,46560,46444,6.2,1,2.0
38353BANGALORE AGENT 1PROD E,2005-01-01,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,45600,26880,31199,38362,6.2,1,2.0
38384BANGALORE AGENT 1PROD E,2005-02-01,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,97920,24958,94080,79800,6.2,1,2.0
38412BANGALORE AGENT 1PROD E,2005-03-01,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,49002,21118,58602,68596,6.2,1,2.0
38443BANGALORE AGENT 1PROD E,2005-04-01,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,45600,15359,41761,36944,6.2,0,0.0
38473BANGALORE AGENT 1PROD E,2005-05-01,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,75264,23040,52224,88134,6.2,0,0.0
38504BANGALORE AGENT 1PROD E,2005-06-01,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,142080,0,267840,107864,6.2,0,0.0
38534BANGALORE AGENT 1PROD E,2005-07-01,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,90240,125760,12480,120550,6.2,0,0.0
38565BANGALORE AGENT 1PROD E,2005-08-01,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,81600,48000,72000,124664,6.2,0,0.0
38596BANGALORE AGENT 1PROD E,2005-09-01,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,53760,19200,48480,52800,6.2,1,1.0
38626BANGALORE AGENT 1PROD E,2005-10-01,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,44160,13920,59520,32160,6.2,0,0.0
38657BANGALORE AGENT 1PROD E,2005-11-01,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,58560,58560,0,72640,6.2,0,0.0
38687BANGALORE AGENT 1PROD E,2005-12-01,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,61920,0,83520,37000,6.2,0,0.0
38718BANGALORE AGENT 1PROD E,2006-01-01,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,71040,43200,123840,98000,6.2,0,0.0
38749BANGALORE AGENT 1PROD E,2006-02-01,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,91200,96000,0,62224,6.2,0,0.0
38777BANGALORE AGENT 1PROD E,2006-03-01,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,25920,2400,40800,20354,6.2,0,0.0
38808BANGALORE AGENT 1PROD E,2006-04-01,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,69120,34560,48960,65676,6.2,0,0.0
38838BANGALORE AGENT 1PROD E,2006-05-01,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,41760,0,48000,53962,6.2,0,0.0
38869BANGALORE AGENT 1PROD E,2006-06-01,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,40320,960,42240,60637,6.2,0,0.0
38899BANGALORE AGENT 1PROD E,2006-07-01,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,50400,2880,72480,53417,6.2,0,0.0
38930BANGALORE AGENT 1PROD E,2006-08-01,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,28800,24960,20160,43571,6.2,0,0.0
38961BANGALORE AGENT 1PROD E,2006-09-01,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,60480,32640,72720,96584,6.2,0,0.0
38991BANGALORE AGENT 1PROD E,2006-10-01,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,36960,22440,44160,40154,6.2,0,0.0
39022BANGALORE AGENT 1PROD E,2006-11-01,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,34080,29640,14400,41291,6.2,0,0.0
39052BANGALORE AGENT 1PROD E,2006-12-01,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,38040,9960,40800,41235,6.2,0,0.0
38749BANGALORE AGENT 2PROD E,2006-02-01,BANGALORE BRANCH,BANGALORE AGENT 2,CPMNT,PROD E,4320,0,7680,16195,8.42,0,0.0
38777BANGALORE AGENT 2PROD E,2006-03-01,BANGALORE BRANCH,BANGALORE AGENT 2,CPMNT,PROD E,3360,3360,16800,5651,8.42,0,0.0
38808BANGALORE AGENT 2PROD E,2006-04-01,BANGALORE BRANCH,BANGALORE AGENT 2,CPMNT,PROD E,16800,16800,7200,15859,8.42,0,0.0
38838BANGALORE AGENT 2PROD E,2006-05-01,BANGALORE BRANCH,BANGALORE AGENT 2,CPMNT,PROD E,13440,7200,15360,15628,8.42,0,0.0
38869BANGALORE AGENT 2PROD E,2006-06-01,BANGALORE BRANCH,BANGALORE AGENT 2,CPMNT,PROD E,14400,9120,10080,877,8.42,0,0.0
38899BANGALORE AGENT 2PROD E,2006-07-01,BANGALORE BRANCH,BANGALORE AGENT 2,CPMNT,PROD E,8640,4800,9600,718,8.42,0,0.0
38930BANGALORE AGENT 2PROD E,2006-08-01,BANGALORE BRANCH,BANGALORE AGENT 2,CPMNT,PROD E,12000,5760,17760,14880,6.2,0,0.0
38961BANGALORE AGENT 2PROD E,2006-09-01,BANGALORE BRANCH,BANGALORE AGENT 2,CPMNT,PROD E,13920,11520,36000,40030,6.2,0,0.0
38991BANGALORE AGENT 2PROD E,2006-10-01,BANGALORE BRANCH,BANGALORE AGENT 2,CPMNT,PROD E,11040,33600,0,19641,8.42,0,0.0
39022BANGALORE AGENT 2PROD E,2006-11-01,BANGALORE BRANCH,BANGALORE AGENT 2,CPMNT,PROD E,9120,22560,0,13758,6.2,0,0.0
39052BANGALORE AGENT 2PROD E,2006-12-01,BANGALORE BRANCH,BANGALORE AGENT 2,CPMNT,PROD E,12240,13440,9600,11982,6.2,0,0.0
37987CALCUTTA AGENT 2PROD E,2004-01-01,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,52076,8796,74960,42680,8.42,0,0.0
38018CALCUTTA AGENT 2PROD E,2004-02-01,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,41820,31680,22080,37555,8.42,0,0.0
38047CALCUTTA AGENT 2PROD E,2004-03-01,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,54508,11940,60960,41170,8.42,0,0.0
38078CALCUTTA AGENT 2PROD E,2004-04-01,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,36017,18317,49920,105762,6.15,1,2.0
38108CALCUTTA AGENT 2PROD E,2004-05-01,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,59360,32220,37920,89410,6.15,1,2.0
38139CALCUTTA AGENT 2PROD E,2004-06-01,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,55560,10780,54960,113794,7.15,1,2.0
38169CALCUTTA AGENT 2PROD E,2004-07-01,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,79616,10180,81120,105480,6.15,1,2.0
