Key,Date,Locations,C&F Agent,Division,SKU,Sales,OpeningStock,Receipts,Forecast,SellingPrice,Scheme Activity,Scheme Type
38473MUMBAI AGENT 1PROD A,2005-05-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPASF,PROD A,8460,10290,7560,5192,14.87,1,1.0
38504MUMBAI AGENT 1PROD A,2005-06-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPASF,PROD A,13170,9390,4500,7875,14.87,1,1.0
38534MUMBAI AGENT 1PROD A,2005-07-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPASF,PROD A,2760,720,9900,5555,14.87,1,1.0
38565MUMBAI AGENT 1PROD A,2005-08-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPASF,PROD A,6260,7860,5400,5633,14.87,1,1.0
38596MUMBAI AGENT 1PROD A,2005-09-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPASF,PROD A,8330,7000,11520,8890,14.87,1,1.0
38626MUMBAI AGENT 1PROD A,2005-10-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPASF,PROD A,4230,10190,9000,6327,14.87,1,1.0
38657MUMBAI AGENT 1PROD A,2005-11-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPASF,PROD A,4320,14960,9000,5423,14.87,1,1.0
38687MUMBAI AGENT 1PROD A,2005-12-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPASF,PROD A,8910,19640,0,10787,14.87,1,1.0
38718MUMBAI AGENT 1PROD A,2006-01-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPASF,PROD A,3900,10730,0,3606,14.87,1,1.0
38749MUMBAI AGENT 1PROD A,2006-02-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPASF,PROD A,2130,6830,4500,6016,14.87,1,1.0
38777MUMBAI AGENT 1PROD A,2006-03-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPASF,PROD A,3660,9200,9000,5590,14.87,1,1.0
38808MUMBAI AGENT 1PROD A,2006-04-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPASF,PROD A,11330,14540,3600,7019,14.87,0,0.0
38838MUMBAI AGENT 1PROD A,2006-05-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPASF,PROD A,7590,6810,4500,6690,14.87,0,0.0
38869MUMBAI AGENT 1PROD A,2006-06-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPASF,PROD A,14430,3720,11700,7852,14.87,0,0.0
38899MUMBAI AGENT 1PROD A,2006-07-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPASF,PROD A,5320,990,7380,2400,14.87,0,0.0
38930MUMBAI AGENT 1PROD A,2006-08-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPASF,PROD A,5420,1970,8820,6168,14.87,0,0.0
38961MUMBAI AGENT 1PROD A,2006-09-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPASF,PROD A,11250,5370,18000,12043,15.11,0,0.0
38991MUMBAI AGENT 1PROD A,2006-10-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPASF,PROD A,2670,11940,0,5421,15.11,0,0.0
39022MUMBAI AGENT 1PROD A,2006-11-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPASF,PROD A,6290,9270,1620,7170,15.11,0,0.0
39052MUMBAI AGENT 1PROD A,2006-12-01,MUMBAI BRANCH,MUMBAI AGENT 1,CPASF,PROD A,11290,4600,16740,12373,15.11,0,0.0
38869MUMBAI AGENT 5PROD A,2006-06-01,MUMBAI BRANCH,MUMBAI AGENT 5,CPASF,PROD A,12600,0,0,0,12.15,0,0.0
38899MUMBAI AGENT 5PROD A,2006-07-01,MUMBAI BRANCH,MUMBAI AGENT 5,CPASF,PROD A,27720,0,0,12881,14.87,0,0.0
38930MUMBAI AGENT 5PROD A,2006-08-01,MUMBAI BRANCH,MUMBAI AGENT 5,CPASF,PROD A,24300,0,0,30086,15.11,0,0.0
38961MUMBAI AGENT 5PROD A,2006-09-01,MUMBAI BRANCH,MUMBAI AGENT 5,CPASF,PROD A,38700,0,0,54906,15.11,0,0.0
38991MUMBAI AGENT 5PROD A,2006-10-01,MUMBAI BRANCH,MUMBAI AGENT 5,CPASF,PROD A,21060,0,0,27387,15.11,0,0.0
39022MUMBAI AGENT 5PROD A,2006-11-01,MUMBAI BRANCH,MUMBAI AGENT 5,CPASF,PROD A,20190,0,0,41724,15.11,0,0.0
39052MUMBAI AGENT 5PROD A,2006-12-01,MUMBAI BRANCH,MUMBAI AGENT 5,CPASF,PROD A,37620,0,0,39918,15.11,0,0.0
37987MUMBAI AGENT 2PROD A,2004-01-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPASF,PROD A,5220,5580,9720,6859,14.87,0,0.0
38018MUMBAI AGENT 2PROD A,2004-02-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPASF,PROD A,1620,5220,0,3300,9.22,0,0.0
38047MUMBAI AGENT 2PROD A,2004-03-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPASF,PROD A,3060,3600,9900,2328,9.22,0,0.0
38078MUMBAI AGENT 2PROD A,2004-04-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPASF,PROD A,1800,10440,16740,6400,14.87,0,0.0
38108MUMBAI AGENT 2PROD A,2004-05-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPASF,PROD A,4320,10980,0,7886,14.87,0,0.0
38139MUMBAI AGENT 2PROD A,2004-06-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPASF,PROD A,6660,6660,9000,7000,14.87,1,1.0
38169MUMBAI AGENT 2PROD A,2004-07-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPASF,PROD A,5220,9000,0,7852,14.87,1,1.0
38200MUMBAI AGENT 2PROD A,2004-08-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPASF,PROD A,2430,3780,2700,12411,14.87,1,1.0
38231MUMBAI AGENT 2PROD A,2004-09-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPASF,PROD A,7380,4050,4500,3238,14.87,1,1.0
38261MUMBAI AGENT 2PROD A,2004-10-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPASF,PROD A,2340,1170,2880,3913,14.87,0,0.0
38292MUMBAI AGENT 2PROD A,2004-11-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPASF,PROD A,1440,1710,1440,4643,14.87,1,1.0
38322MUMBAI AGENT 2PROD A,2004-12-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPASF,PROD A,1620,1710,0,3802,14.87,1,1.0
38353MUMBAI AGENT 2PROD A,2005-01-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPASF,PROD A,5220,90,13500,3265,14.87,1,1.0
38384MUMBAI AGENT 2PROD A,2005-02-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPASF,PROD A,4140,8370,0,3743,14.87,0,0.0
38412MUMBAI AGENT 2PROD A,2005-03-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPASF,PROD A,4680,4230,2700,1764,14.87,1,1.0
38443MUMBAI AGENT 2PROD A,2005-04-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPASF,PROD A,2340,2250,2340,2915,14.87,1,1.0
38473MUMBAI AGENT 2PROD A,2005-05-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPASF,PROD A,1800,2250,6300,5599,14.87,1,1.0
38504MUMBAI AGENT 2PROD A,2005-06-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPASF,PROD A,8490,6750,13500,4653,14.87,1,1.0
38534MUMBAI AGENT 2PROD A,2005-07-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPASF,PROD A,3600,11760,0,3282,14.87,1,1.0
38565MUMBAI AGENT 2PROD A,2005-08-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPASF,PROD A,2580,8160,0,3311,14.87,1,1.0
38596MUMBAI AGENT 2PROD A,2005-09-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPASF,PROD A,8430,5580,9000,5252,14.87,1,1.0
38626MUMBAI AGENT 2PROD A,2005-10-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPASF,PROD A,2280,6150,4500,4890,14.87,1,1.0
38657MUMBAI AGENT 2PROD A,2005-11-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPASF,PROD A,2910,8370,0,3271,14.87,1,1.0
38687MUMBAI AGENT 2PROD A,2005-12-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPASF,PROD A,6800,5460,4500,6355,14.87,1,1.0
38718MUMBAI AGENT 2PROD A,2006-01-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPASF,PROD A,3180,3160,900,2022,14.87,1,1.0
38749MUMBAI AGENT 2PROD A,2006-02-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPASF,PROD A,3690,880,7560,3629,14.87,1,1.0
38777MUMBAI AGENT 2PROD A,2006-03-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPASF,PROD A,3240,4750,8100,7238,14.87,1,1.0
38808MUMBAI AGENT 2PROD A,2006-04-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPASF,PROD A,4680,9070,4500,4231,14.87,0,0.0
38838MUMBAI AGENT 2PROD A,2006-05-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPASF,PROD A,4860,8890,4500,3956,14.87,0,0.0
38869MUMBAI AGENT 2PROD A,2006-06-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPASF,PROD A,12900,8530,4500,9123,14.87,0,0.0
38899MUMBAI AGENT 2PROD A,2006-07-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPASF,PROD A,4180,130,4320,4040,14.87,0,0.0
38930MUMBAI AGENT 2PROD A,2006-08-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPASF,PROD A,4680,270,9900,4471,15.11,0,0.0
38961MUMBAI AGENT 2PROD A,2006-09-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPASF,PROD A,9210,5490,14220,8412,15.11,0,0.0
38991MUMBAI AGENT 2PROD A,2006-10-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPASF,PROD A,2730,10500,0,3638,15.11,0,0.0
39022MUMBAI AGENT 2PROD A,2006-11-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPASF,PROD A,3420,7770,0,3842,15.11,0,0.0
39052MUMBAI AGENT 2PROD A,2006-12-01,MUMBAI BRANCH,MUMBAI AGENT 2,CPASF,PROD A,9120,4350,25740,7091,15.11,0,0.0
37987PARWANOO AGENT 1PROD A,2004-01-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPASF,PROD A,0,2700,0,0,9.22,0,0.0
38018PARWANOO AGENT 1PROD A,2004-02-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPASF,PROD A,1260,2700,0,0,9.22,0,0.0
38047PARWANOO AGENT 1PROD A,2004-03-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPASF,PROD A,1980,1440,1800,0,9.22,0,0.0
38078PARWANOO AGENT 1PROD A,2004-04-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPASF,PROD A,2520,1260,2700,0,14.87,0,0.0
38108PARWANOO AGENT 1PROD A,2004-05-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPASF,PROD A,3240,1440,4500,0,14.87,0,0.0
38139PARWANOO AGENT 1PROD A,2004-06-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPASF,PROD A,4320,2700,3600,0,14.87,1,1.0
38169PARWANOO AGENT 1PROD A,2004-07-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPASF,PROD A,3420,1980,3600,0,14.87,1,1.0
38200PARWANOO AGENT 1PROD A,2004-08-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPASF,PROD A,2340,2160,180,0,14.87,1,1.0
38231PARWANOO AGENT 1PROD A,2004-09-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPASF,PROD A,2520,0,3600,0,14.87,1,1.0
38261PARWANOO AGENT 1PROD A,2004-10-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPASF,PROD A,1620,540,1260,0,14.87,0,0.0
38292PARWANOO AGENT 1PROD A,2004-11-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPASF,PROD A,3240,180,4320,0,14.87,1,1.0
38322PARWANOO AGENT 1PROD A,2004-12-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPASF,PROD A,1260,1260,0,2260,14.87,1,1.0
38353PARWANOO AGENT 1PROD A,2005-01-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPASF,PROD A,2880,0,4500,2159,14.87,1,1.0
38384PARWANOO AGENT 1PROD A,2005-02-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPASF,PROD A,3960,1620,4500,2475,14.87,0,0.0
38412PARWANOO AGENT 1PROD A,2005-03-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPASF,PROD A,3960,2160,1800,2000,14.87,1,1.0
38443PARWANOO AGENT 1PROD A,2005-04-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPASF,PROD A,2160,0,3600,3183,14.87,1,1.0
38473PARWANOO AGENT 1PROD A,2005-05-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPASF,PROD A,2880,1440,2160,4307,14.87,1,1.0
38504PARWANOO AGENT 1PROD A,2005-06-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPASF,PROD A,4320,720,3600,2942,14.87,1,1.0
38534PARWANOO AGENT 1PROD A,2005-07-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPASF,PROD A,1800,0,1800,2771,14.87,1,1.0
38565PARWANOO AGENT 1PROD A,2005-08-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPASF,PROD A,2340,0,3240,3406,14.87,1,1.0
38596PARWANOO AGENT 1PROD A,2005-09-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPASF,PROD A,3420,900,4140,4521,14.87,1,1.0
38626PARWANOO AGENT 1PROD A,2005-10-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPASF,PROD A,4140,1620,6480,2820,14.87,1,1.0
38657PARWANOO AGENT 1PROD A,2005-11-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPASF,PROD A,2700,3960,0,3147,14.87,1,1.0
38687PARWANOO AGENT 1PROD A,2005-12-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPASF,PROD A,4320,1260,3780,4172,14.87,1,1.0
38718PARWANOO AGENT 1PROD A,2006-01-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPASF,PROD A,4140,720,4500,1637,14.87,1,1.0
38749PARWANOO AGENT 1PROD A,2006-02-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPASF,PROD A,4680,1080,4500,3051,14.87,1,1.0
38777PARWANOO AGENT 1PROD A,2006-03-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPASF,PROD A,3600,900,11520,4431,14.87,1,1.0
38808PARWANOO AGENT 1PROD A,2006-04-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPASF,PROD A,5400,8820,0,3372,14.87,0,0.0
38838PARWANOO AGENT 1PROD A,2006-05-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPASF,PROD A,5400,3420,11700,2912,14.87,0,0.0
38869PARWANOO AGENT 1PROD A,2006-06-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPASF,PROD A,5220,9720,0,4066,14.87,0,0.0
38899PARWANOO AGENT 1PROD A,2006-07-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPASF,PROD A,4320,4500,2700,5329,14.87,0,0.0
38930PARWANOO AGENT 1PROD A,2006-08-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPASF,PROD A,2880,2880,0,3142,15.11,0,0.0
38961PARWANOO AGENT 1PROD A,2006-09-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPASF,PROD A,3600,0,7380,6008,15.11,0,0.0
38991PARWANOO AGENT 1PROD A,2006-10-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPASF,PROD A,3060,3780,0,3815,15.11,0,0.0
39022PARWANOO AGENT 1PROD A,2006-11-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPASF,PROD A,4500,720,5400,3799,15.11,0,0.0
39052PARWANOO AGENT 1PROD A,2006-12-01,PARWANOO BRANCH,PARWANOO AGENT 1,CPASF,PROD A,8460,1620,14400,7284,15.11,0,0.0
37987ZIRAKPUR AGENT 1PROD A,2004-01-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPASF,PROD A,13680,7920,13680,19237,9.22,0,0.0
38018ZIRAKPUR AGENT 1PROD A,2004-02-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPASF,PROD A,16200,5220,28980,16300,9.22,0,0.0
38047ZIRAKPUR AGENT 1PROD A,2004-03-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPASF,PROD A,11700,13500,19980,12692,14.87,0,0.0
38078ZIRAKPUR AGENT 1PROD A,2004-04-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPASF,PROD A,14400,19800,14760,40848,14.87,0,0.0
38108ZIRAKPUR AGENT 1PROD A,2004-05-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPASF,PROD A,23760,16380,10080,33118,14.87,0,0.0
38139ZIRAKPUR AGENT 1PROD A,2004-06-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPASF,PROD A,19980,0,38880,44000,14.87,1,1.0
38169ZIRAKPUR AGENT 1PROD A,2004-07-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPASF,PROD A,20340,6480,16200,29758,14.87,1,1.0
38200ZIRAKPUR AGENT 1PROD A,2004-08-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPASF,PROD A,14220,540,29880,38366,14.87,1,1.0
38231ZIRAKPUR AGENT 1PROD A,2004-09-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPASF,PROD A,32760,12960,24840,16766,14.87,1,1.0
38261ZIRAKPUR AGENT 1PROD A,2004-10-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPASF,PROD A,13500,0,22140,17803,14.87,0,0.0
38292ZIRAKPUR AGENT 1PROD A,2004-11-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPASF,PROD A,13680,1620,18900,18365,14.87,1,1.0
38322ZIRAKPUR AGENT 1PROD A,2004-12-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPASF,PROD A,36540,5760,44460,19928,14.87,1,1.0
38353ZIRAKPUR AGENT 1PROD A,2005-01-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPASF,PROD A,19260,8280,46080,17483,14.87,1,1.0
38384ZIRAKPUR AGENT 1PROD A,2005-02-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPASF,PROD A,19800,26100,0,20041,14.87,0,0.0
38412ZIRAKPUR AGENT 1PROD A,2005-03-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPASF,PROD A,15660,0,41220,20819,14.87,1,1.0
38443ZIRAKPUR AGENT 1PROD A,2005-04-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPASF,PROD A,10800,16020,13860,24009,14.87,1,1.0
38473ZIRAKPUR AGENT 1PROD A,2005-05-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPASF,PROD A,9540,13500,14040,21822,14.87,1,1.0
38504ZIRAKPUR AGENT 1PROD A,2005-06-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPASF,PROD A,28260,11340,29520,24795,14.87,1,1.0
38534ZIRAKPUR AGENT 1PROD A,2005-07-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPASF,PROD A,19620,9900,37800,19107,14.87,1,1.0
38565ZIRAKPUR AGENT 1PROD A,2005-08-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPASF,PROD A,17460,15480,27180,23578,14.87,1,1.0
38596ZIRAKPUR AGENT 1PROD A,2005-09-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPASF,PROD A,44280,17640,36720,36058,14.87,1,1.0
38626ZIRAKPUR AGENT 1PROD A,2005-10-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPASF,PROD A,13860,8100,36000,18100,14.87,1,1.0
38657ZIRAKPUR AGENT 1PROD A,2005-11-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPASF,PROD A,8460,30240,18000,16232,14.87,1,1.0
38687ZIRAKPUR AGENT 1PROD A,2005-12-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPASF,PROD A,31860,39780,18000,30328,14.87,1,1.0
38718ZIRAKPUR AGENT 1PROD A,2006-01-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPASF,PROD A,12060,24660,540,15067,14.87,1,1.0
38749ZIRAKPUR AGENT 1PROD A,2006-02-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPASF,PROD A,12240,13140,18720,20415,14.87,1,1.0
38777ZIRAKPUR AGENT 1PROD A,2006-03-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPASF,PROD A,11746,18540,58726,20918,14.87,1,1.0
38808ZIRAKPUR AGENT 1PROD A,2006-04-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPASF,PROD A,37260,64980,180,18141,14.87,0,0.0
38838ZIRAKPUR AGENT 1PROD A,2006-05-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPASF,PROD A,10080,15300,40500,14520,14.87,0,0.0
38869ZIRAKPUR AGENT 1PROD A,2006-06-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPASF,PROD A,50220,40320,79380,26978,14.87,0,0.0
38899ZIRAKPUR AGENT 1PROD A,2006-07-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPASF,PROD A,31680,55440,5040,23185,14.87,0,0.0
38930ZIRAKPUR AGENT 1PROD A,2006-08-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPASF,PROD A,12780,3780,34740,20722,15.11,0,0.0
38961ZIRAKPUR AGENT 1PROD A,2006-09-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPASF,PROD A,23760,24660,49680,38734,15.11,0,0.0
38991ZIRAKPUR AGENT 1PROD A,2006-10-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPASF,PROD A,12960,44100,0,22602,15.11,0,0.0
39022ZIRAKPUR AGENT 1PROD A,2006-11-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPASF,PROD A,14040,31140,22680,16383,15.11,0,0.0
39052ZIRAKPUR AGENT 1PROD A,2006-12-01,ZIRAKPUR BRANCH,ZIRAKPUR AGENT 1,CPASF,PROD A,52920,32580,54180,42203,15.11,0,0.0
37987AHMEDABAD AGENT 2PROD B,2004-01-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD B,81600,24000,102000,82770,9.22,0,0.0
38018AHMEDABAD AGENT 2PROD B,2004-02-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD B,80800,44400,62800,74984,9.22,0,0.0
38047AHMEDABAD AGENT 2PROD B,2004-03-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD B,54000,26400,35600,59544,9.22,0,0.0
38078AHMEDABAD AGENT 2PROD B,2004-04-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD B,108400,8000,165200,145146,3.75,0,0.0
38108AHMEDABAD AGENT 2PROD B,2004-05-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD B,94400,63600,50000,162000,3.75,1,1.0
38139AHMEDABAD AGENT 2PROD B,2004-06-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD B,107600,19200,111200,168762,3.75,1,1.0
38169AHMEDABAD AGENT 2PROD B,2004-07-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD B,83200,22800,125200,139108,3.75,0,0.0
38200AHMEDABAD AGENT 2PROD B,2004-08-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD B,68800,64000,82000,185568,3.79,0,0.0
38231AHMEDABAD AGENT 2PROD B,2004-09-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD B,62400,77200,32000,99632,3.79,1,2.0
38261AHMEDABAD AGENT 2PROD B,2004-10-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD B,82400,46800,130000,75210,3.79,1,2.0
38292AHMEDABAD AGENT 2PROD B,2004-11-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD B,86400,94400,40000,86714,3.79,1,1.0
38322AHMEDABAD AGENT 2PROD B,2004-12-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD B,100800,48000,118800,80088,3.79,1,1.0
38353AHMEDABAD AGENT 2PROD B,2005-01-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD B,94800,66000,50000,78164,3.79,0,0.0
38384AHMEDABAD AGENT 2PROD B,2005-02-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD B,52400,21200,100000,70041,3.79,0,0.0
38412AHMEDABAD AGENT 2PROD B,2005-03-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD B,70400,68800,64000,70205,3.79,1,1.0
38443AHMEDABAD AGENT 2PROD B,2005-04-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD B,112000,62400,80800,100970,3.79,0,0.0
38473AHMEDABAD AGENT 2PROD B,2005-05-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD B,110200,31200,190000,105002,3.79,0,0.0
38504AHMEDABAD AGENT 2PROD B,2005-06-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD B,110800,111000,120400,116499,3.79,0,0.0
38534AHMEDABAD AGENT 2PROD B,2005-07-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD B,68000,120600,100000,115995,3.79,0,0.0
38565AHMEDABAD AGENT 2PROD B,2005-08-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD B,71200,152600,50000,80571,3.79,0,0.0
38596AHMEDABAD AGENT 2PROD B,2005-09-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD B,62800,131400,120000,83072,3.79,1,1.0
38626AHMEDABAD AGENT 2PROD B,2005-10-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD B,81200,188600,100000,91210,3.79,0,0.0
38657AHMEDABAD AGENT 2PROD B,2005-11-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD B,101600,127400,20000,96683,3.79,1,1.0
38687AHMEDABAD AGENT 2PROD B,2005-12-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD B,99600,45800,150000,89146,3.79,0,0.0
38718AHMEDABAD AGENT 2PROD B,2006-01-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD B,96000,96150,60000,93661,3.79,0,0.0
38749AHMEDABAD AGENT 2PROD B,2006-02-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD B,88400,60150,178000,98813,3.79,0,0.0
38777AHMEDABAD AGENT 2PROD B,2006-03-01,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD B,78400,119750,120000,69884,3.79,0,0.0
